"qname"	"qlen"	"qstart"	"qend"	"strand"	"tname"	"tlen"	"tstart"	"tend"	"nmatch"	"alen"	"mapq"	"tp"	"cm"	"s1"	"s2"	"dv"	"rl"	"contig"	"name2"	"name"	"sample_id"	"hap_struc"	"hap_struc_d"	"hap_block_start"	"chrom"	"start"	"end"
"ENST00000370083.9"	1785	2	1784	"+"	"chr1_hg19_103998686_104406594_0"	407908	293835	302627	1769	8792	0	"S"	557	1686	NA	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY1A-201"	"1"	"chr1_hg19_103998686_104406594_0"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"chr1_hg19_103998686_104406594_0"	293835	302627
"ENST00000414303.7"	1584	4	1583	"+"	"chr1_hg19_103998686_104406594_0"	407908	161366	169715	1574	8349	30	"P"	491	1499	1342	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY2A-201"	"2A"	"chr1_hg19_103998686_104406594_0"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"chr1_hg19_103998686_104406594_0"	161366	169715
"ENST00000610648.1"	1736	4	1733	"+"	"chr1_hg19_103998686_104406594_0"	407908	115039	123463	1720	8424	48	"P"	531	1638	1371	1e-04	0	"chr1_hg19_103998686_104406594_0"	"AMY2B-208"	"2B"	"chr1_hg19_103998686_104406594_0"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"chr1_hg19_103998686_104406594_0"	115039	123463
"ENST00000370083.9"	1785	2	1784	"+"	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	313667	199667	208458	1769	8791	51	"P"	557	1686	1393	1e-04	0	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	"AMY1A-201"	"1"	"HG03098"	"0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	199667	208458
"ENST00000414303.7"	1584	4	1583	"+"	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	313667	161369	169673	1563	8304	28	"P"	488	1488	1342	5e-04	0	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	"AMY2A-201"	"2A"	"HG03098"	"0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	161369	169673
"ENST00000610648.1"	1736	4	1733	"+"	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	313667	115040	123464	1720	8424	52	"P"	531	1638	1347	1e-04	0	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	"AMY2B-208"	"2B"	"HG03098"	"0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	98	"HG03098#2#JAHEPL010000003.1_93803759_94117426_0"	115040	123464
"ENST00000370083.9"	1785	2	1784	"-"	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	479304	303685	312476	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	"AMY1A-201"	"1"	"HG00438"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	303685	312476
"ENST00000370083.9"	1785	2	1784	"+"	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	479304	366163	374956	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	"AMY1A-201"	"1"	"HG00438"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	366163	374956
"ENST00000370083.9"	1785	2	1784	"-"	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	479304	231273	240064	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	"AMY1A-201"	"1"	"HG00438"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	231273	240064
"ENST00000370083.9"	1785	2	1784	"+"	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	479304	199618	208411	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	"AMY1A-201"	"1"	"HG00438"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	199618	208411
"ENST00000414303.7"	1584	4	1583	"-"	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	479304	270047	278317	1574	8270	0	"P"	491	1499	1499	1e-04	0	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	"AMY2A-201"	"2A"	"HG00438"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	270047	278317
"ENST00000414303.7"	1584	4	1583	"+"	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	479304	161365	169635	1574	8270	0	"S"	491	1499	NA	1e-04	0	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	"AMY2A-201"	"2A"	"HG00438"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	161365	169635
"ENST00000610648.1"	1736	4	1733	"+"	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	479304	115030	123452	1720	8422	40	"P"	531	1638	1414	1e-04	0	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	"AMY2B-208"	"2B"	"HG00438"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.1-2.0-1.0"	98	"HG00438#1#JAHBCB010000015.1_33474867_33954171_0"	115030	123452
"ENST00000370083.9"	1785	2	1784	"-"	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	502012	231299	240092	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	231299	240092
"ENST00000370083.9"	1785	2	1784	"-"	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	502012	325429	334220	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	325429	334220
"ENST00000370083.9"	1785	2	1784	"+"	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	502012	293773	302565	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	293773	302565
"ENST00000370083.9"	1785	2	1784	"+"	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	502012	199639	208432	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	199639	208432
"ENST00000370083.9"	1785	2	1784	"+"	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	502012	387911	396703	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	"AMY1A-201"	"1"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	387911	396703
"ENST00000414303.7"	1584	4	1583	"+"	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	502012	161384	169654	1574	8270	16	"P"	491	1499	1417	1e-04	0	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	"AMY2A-201"	"2A"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	161384	169654
"ENST00000610648.1"	1736	4	1733	"+"	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	502012	115059	123483	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	"AMY2B-208"	"2B"	"HG02080"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	99	"HG02080#2#JAHEOV010000017.1_16662177_17164189_0"	115059	123483
"ENST00000370083.9"	1785	2	1784	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	366064	374855	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"HG02622"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	98	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	366064	374855
"ENST00000370083.9"	1785	2	1784	"-"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	303625	312417	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"HG02622"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	98	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	303625	312417
"ENST00000370083.9"	1785	2	1784	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	199563	208355	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"HG02622"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	98	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	199563	208355
"ENST00000370083.9"	1785	2	1784	"-"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	231204	239995	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY1A-201"	"1"	"HG02622"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	98	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	231204	239995
"ENST00000414303.7"	1584	4	1583	"-"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	269979	278249	1571	8270	0	"P"	486	1496	1494	8e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY2A-201"	"2A"	"HG02622"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	98	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	269979	278249
"ENST00000414303.7"	1584	4	1583	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	161309	169579	1569	8270	0	"S"	486	1494	NA	8e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY2A-201"	"2A"	"HG02622"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	98	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	161309	169579
"ENST00000610648.1"	1736	4	1733	"+"	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	479222	114978	123389	1717	8411	40	"P"	524	1635	1411	9e-04	0	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	"AMY2B-208"	"2B"	"HG02622"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-8-6-4-9-7-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-2.1-5.0-2.0-1.0"	98	"HG02622#2#JAHAON010000012.1_51551779_52031001_0"	114978	123389
"ENST00000370083.9"	1785	2	1784	"+"	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	406850	293749	302540	1769	8791	0	"P"	557	1686	1686	1e-04	0	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	"AMY1A-201"	"1"	"HG01123"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	293749	302540
"ENST00000370083.9"	1785	2	1784	"-"	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	406850	231268	240061	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	"AMY1A-201"	"1"	"HG01123"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	231268	240061
"ENST00000370083.9"	1785	2	1784	"+"	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	406850	199613	208406	1767	8793	0	"S"	552	1684	NA	7e-04	0	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	"AMY1A-201"	"1"	"HG01123"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	199613	208406
"ENST00000414303.7"	1584	4	1583	"+"	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	406850	161352	169622	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	"AMY2A-201"	"2A"	"HG01123"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	161352	169622
"ENST00000610648.1"	1736	4	1733	"+"	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	406850	115030	123452	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	"AMY2B-208"	"2B"	"HG01123"	"0-3-7-9-4-6-8-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	98	"HG01123#1#JAGYYZ010000015.1_51528240_51935090_0"	115030	123452
"ENST00000370083.9"	1785	2	1784	"-"	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	500965	325425	334218	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	"AMY1A-201"	"1"	"HG01071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	325425	334218
"ENST00000370083.9"	1785	2	1784	"+"	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	500965	387900	396694	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	"AMY1A-201"	"1"	"HG01071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	387900	396694
"ENST00000370083.9"	1785	2	1784	"-"	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	500965	231297	240090	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	"AMY1A-201"	"1"	"HG01071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	231297	240090
"ENST00000370083.9"	1785	2	1784	"+"	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	500965	293767	302560	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	"AMY1A-201"	"1"	"HG01071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	293767	302560
"ENST00000370083.9"	1785	2	1784	"+"	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	500965	199640	208434	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	"AMY1A-201"	"1"	"HG01071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	199640	208434
"ENST00000414303.7"	1584	4	1583	"+"	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	500965	161385	169655	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	"AMY2A-201"	"2A"	"HG01071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	161385	169655
"ENST00000610648.1"	1736	4	1733	"+"	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	500965	115055	123479	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	"AMY2B-208"	"2B"	"HG01071"	"0-3-7-9-4-6-8-5-2-4-9-7-2-5-2-7-9-4-2-5-2-1"	"0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-4.1-9.1-7.1-2.1-5.0-2.0-7.0-9.0-4.0-2.1-5.1-2.0-1.0"	155	"HG01071#1#JAHBCF010000053.1_26607100_27108065_1"	115055	123479
"ENST00000370083.9"	1785	2	1784	"+"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	315450	324229	1769	8779	0	"P"	557	1686	1686	1e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY1A-201"	"1"	"HG02723"	"0-3-7-9-4-2-5-8-6-4-9-7-3-0-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-3.1-0.1-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	315450	324229
"ENST00000370083.9"	1785	2	1784	"-"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	158935	167715	1769	8780	0	"S"	557	1686	NA	1e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY1A-201"	"1"	"HG02723"	"0-3-7-9-4-2-5-8-6-4-9-7-3-0-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-3.1-0.1-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	158935	167715
"ENST00000370083.9"	1785	2	1784	"+"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	431200	439991	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY1A-201"	"1"	"HG02723"	"0-3-7-9-4-2-5-8-6-4-9-7-3-0-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-3.1-0.1-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	431200	439991
"ENST00000414303.7"	1584	4	1583	"-"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	197698	205968	1563	8270	0	"P"	488	1488	1488	5e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY2A-201"	"2A"	"HG02723"	"0-3-7-9-4-2-5-8-6-4-9-7-3-0-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-3.1-0.1-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	197698	205968
"ENST00000414303.7"	1584	4	1583	"+"	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	545181	277190	285460	1563	8270	0	"S"	488	1488	NA	5e-04	0	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	"AMY2A-201"	"2A"	"HG02723"	"0-3-7-9-4-2-5-8-6-4-9-7-3-0-4-6-8-5-2-4-0-3-7-9-4-6-8-5-2-1"	"0.0-3.0-7.0-9.0-4.0-2.1-5.1-8.1-6.1-4.1-9.1-7.1-3.1-0.1-4.0-6.0-8.0-5.0-2.0-4.1-0.0-3.0-7.0-9.0-4.0-6.0-8.0-5.0-2.0-1.0"	154	"HG02723#2#JAHEOT010000034.1_19776337_20321518_1"	277190	285460
