contig	sample_id	bstart	bend	bID	bdunno	bOrientation	entryix	exitix	seg_len	rel_end	rel_start	hap_struc	hap_struc_d	hap_block_start	rel_start2	rel_end2
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	163179	176283	5	78	0	0	77	13104	174942	161838	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	163024	176128
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	176227	178971	6	24	0	0	21	2744	177686	174942	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	176072	178816
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	179329	210165	2	172	0	0	170	30836	208522	177686	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	179174	210010
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	212416	223963	4	96	1	58	4	11547	220069	208522	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	212261	223808
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	225028	228324	7	17	1	16	0	3296	223365	220069	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	224873	228169
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	229786	257316	2	172	1	170	15	27530	250895	223365	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	229631	257161
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	258282	269970	5	78	0	5	76	11688	262583	250895	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	258127	269815
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	270577	273104	6	24	0	1	21	2527	265110	262583	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	270422	272949
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	273462	304675	2	172	0	0	171	31213	296323	265110	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	273307	304520
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	305752	309048	7	17	0	0	16	3296	299619	296323	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	305597	308893
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	310113	321658	4	96	0	4	58	11545	311164	299619	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	309958	321503
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	323524	351439	2	172	1	171	15	27915	339079	311164	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	323369	351284
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	351878	364093	5	78	0	3	76	12215	351294	339079	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	351723	363938
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	364700	367643	6	24	0	1	23	2943	354237	351294	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	364545	367488
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	367587	398805	2	172	0	0	171	31218	385455	354237	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	367432	398650
HG01258#1#JAGYYV010000004.1_56955948_57456952_1	HG01258	398749	500942	1	612	0	0	605	102193	487648	385455	0-3-7-4-8-5-6-2-4-7-2-5-6-2-7-4-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-5.0-6.0-2.0-7.0-4.0-2.1-5.0-6.0-2.0-1.0	155	398594	500787
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	98	115466	0	671	0	0	670	115368	115368	0	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	0	115368
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	115557	138391	3	132	0	0	131	22834	138202	115368	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	115459	138293
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	139150	142446	7	17	0	0	16	3296	141498	138202	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	139052	142348
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	142894	161461	4	96	0	0	95	18567	160065	141498	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	142796	161363
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	161405	163175	8	8	0	0	7	1770	161835	160065	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	161307	163077
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	163119	175783	5	78	0	0	76	12664	174499	161835	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	163021	175685
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	176390	178917	6	24	0	1	21	2527	177026	174499	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	176292	178819
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	179276	210488	2	172	0	0	171	31212	208238	177026	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	179178	210390
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	211565	214861	7	17	0	0	16	3296	211534	208238	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	211467	214763
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	215926	227471	4	96	0	4	58	11545	223079	211534	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	215828	227373
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	229337	260559	2	172	1	171	0	31222	254301	223079	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	229239	260461
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	260503	263446	6	24	1	23	1	2943	257244	254301	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	260405	263348
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	264053	276268	5	78	1	76	3	12215	269459	257244	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	263955	276170
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	276707	304624	2	172	0	15	171	27917	297376	269459	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	276609	304526
HG01258#2#JAGYYU010000072.1_51562603_51970395_0	HG01258	304568	407720	1	612	0	0	611	103152	400528	297376	0-3-7-4-8-5-6-2-7-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-7.0-4.0-2.1-6.1-5.1-2.0-1.0	98	304470	407622
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	154	115517	0	671	0	0	670	115363	115363	0	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	0	115363
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	115608	138441	3	132	0	0	131	22833	138196	115363	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	115454	138287
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	139200	142495	7	17	0	0	16	3295	141491	138196	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	139046	142341
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	142943	161511	4	96	0	0	95	18568	160059	141491	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	142789	161357
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	161455	163225	8	8	0	0	7	1770	161829	160059	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	161301	163071
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	163169	176273	5	78	0	0	77	13104	174933	161829	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	163015	176119
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	176217	178961	6	24	0	0	21	2744	177677	174933	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	176063	178807
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	179323	210527	2	172	0	0	171	31204	208881	177677	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	179169	210373
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	212393	221622	4	96	1	58	20	9229	218110	208881	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	212239	221468
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	221930	230407	4	96	0	22	58	8477	226587	218110	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	221776	230253
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	232273	263490	2	172	1	171	0	31217	257804	226587	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	232119	263336
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	263852	266379	6	24	1	21	1	2527	260331	257804	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	263698	266225
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	266986	279201	5	78	1	76	3	12215	272546	260331	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	266832	279047
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	279640	307549	2	172	0	15	171	27909	300455	272546	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	279486	307395
HG01358#1#JAGYZB010000020.1_27445742_27855492_1	HG01358	307493	409688	1	612	0	0	605	102195	402650	300455	0-3-7-4-8-5-6-2-4-4-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-4.0-2.1-6.1-5.1-2.0-1.0	154	307339	409534
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	154	115518	0	671	0	0	670	115364	115364	0	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	0	115364
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	115609	138440	3	132	0	0	131	22831	138195	115364	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	115455	138286
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	139199	142494	7	17	0	0	16	3295	141490	138195	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	139045	142340
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	142942	161511	4	96	0	0	95	18569	160059	141490	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	142788	161357
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	161455	163225	8	8	0	0	7	1770	161829	160059	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	161301	163071
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	163169	175826	5	78	0	0	76	12657	174486	161829	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	163015	175672
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	176433	178960	6	24	0	1	21	2527	177013	174486	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	176279	178806
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	179319	210535	2	172	0	0	171	31216	208229	177013	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	179165	210381
HG01891#1#JAGYVO010000014.1_22855818_23168577_1	HG01891	210479	312697	1	612	0	0	605	102218	310447	208229	0-3-7-4-8-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-1.0	154	210325	312543
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	99	115441	0	671	0	0	670	115342	115342	0	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	0	115342
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	115532	138365	3	132	0	0	131	22833	138175	115342	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	115433	138266
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	139124	142420	7	17	0	0	16	3296	141471	138175	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	139025	142321
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	142868	161424	4	96	0	0	95	18556	160027	141471	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	142769	161325
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	161368	163138	8	8	0	0	7	1770	161797	160027	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	161269	163039
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	163082	176186	5	78	0	0	77	13104	174901	161797	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	162983	176087
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	176130	178874	6	24	0	0	21	2744	177645	174901	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	176031	178775
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	179232	210067	2	172	0	0	170	30835	208480	177645	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	179133	209968
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	212318	223867	4	96	1	58	4	11549	220029	208480	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	212219	223768
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	224932	228227	7	17	1	16	0	3295	223324	220029	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	224833	228128
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	229689	260525	2	172	1	170	0	30836	254160	223324	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	229590	260426
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	260902	263646	6	24	1	21	0	2744	256904	254160	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	260803	263547
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	263590	275718	5	78	1	77	5	12128	269032	256904	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	263491	275619
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	276684	304604	2	172	0	15	171	27920	296952	269032	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	276585	304505
HG01928#1#JAGYVQ010000053.1_16676493_17083407_0	HG01928	304548	406970	1	612	0	0	606	102422	399374	296952	0-3-7-4-8-5-6-2-4-7-2-6-5-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-1.0	99	304449	406871
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	99	115460	0	671	0	0	670	115361	115361	0	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	0	115361
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	115551	138384	3	132	0	0	131	22833	138194	115361	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	115452	138285
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	139143	142439	7	17	0	0	16	3296	141490	138194	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	139044	142340
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	143233	161445	4	96	0	1	95	18212	159702	141490	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	143134	161346
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	161389	163159	8	8	0	0	7	1770	161472	159702	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	161290	163060
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	163103	176207	5	78	0	0	77	13104	174576	161472	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	163004	176108
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	176151	178895	6	24	0	0	21	2744	177320	174576	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	176052	178796
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	179254	210086	2	172	0	0	170	30832	208152	177320	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	179155	209987
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	212337	223884	4	96	1	58	4	11547	219699	208152	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	212238	223785
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	224951	228247	7	17	1	16	0	3296	222995	219699	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	224852	228148
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	229709	260545	2	172	1	170	0	30836	253831	222995	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	229610	260446
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	260922	263666	6	24	1	21	0	2744	256575	253831	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	260823	263567
HG01978#1#JAGYVS010000002.1_51519970_52021951_0	HG01978	263610	275738	5	78	1	77	5	12128	268703	256575	0-3-7-4-8-5-6-2-4-7-2-6-5-2-4-7-2-5-6-2-1	0.0-3.0-7.0-4.0-8.0-5.0-6.0-2.0-4.1-7.1-2.1-6.1-5.1-2.0-4.1-7.1-2.1-5.0-6.0-2.0-1.0	99	263511	275639
