"qname"	"qlen"	"qstart"	"qend"	"strand"	"tname"	"tlen"	"tstart"	"tend"	"nmatch"	"alen"	"mapq"	"tp"	"cm"	"s1"	"s2"	"dv"	"rl"	"contig"	"name2"	"name"	"hap_struc"	"hap_struc_d"	"hap_block_start"	"chrom"	"start"	"end"
"ENST00000370083.9"	1785	2	1784	"+"	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	501004	387949	396742	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-2.0-5.0-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	56956103	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	387949	396742
"ENST00000370083.9"	1785	2	1784	"+"	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	501004	199693	208487	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-2.0-5.0-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	56956103	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	199693	208487
"ENST00000370083.9"	1785	2	1784	"-"	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	501004	231352	240147	1768	8795	0	"S"	553	1685	NA	6e-04	0	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-2.0-5.0-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	56956103	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	231352	240147
"ENST00000414303.7"	1584	4	1583	"+"	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	501004	161440	169710	1574	8270	13	"P"	491	1499	1431	1e-04	0	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	"AMY2A-201"	"2A"	"1-2-5-2-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-2.0-5.0-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	56956103	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	161440	169710
"ENST00000610648.1"	1736	4	1733	"+"	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	501004	115110	123534	1720	8424	48	"P"	531	1638	1371	1e-04	0	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	"AMY2B-208"	"2B"	"1-2-5-2-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-2.0-5.0-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	56956103	"HG01258#1#JAGYYV010000004.1_56955948_57456952_1"	115110	123534
"ENST00000370083.9"	1785	2	1784	"-"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	231288	240081	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	51562701	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	231288	240081
"ENST00000370083.9"	1785	2	1784	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	199634	208425	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	51562701	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	199634	208425
"ENST00000370083.9"	1785	2	1784	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	293767	302561	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY1A-201"	"1"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	51562701	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	293767	302561
"ENST00000414303.7"	1584	4	1583	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	161380	169650	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY2A-201"	"2A"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	51562701	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	161380	169650
"ENST00000610648.1"	1736	4	1733	"+"	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	407792	115043	123465	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	"AMY2B-208"	"2B"	"1-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-4.0-2.0-5.0-4.0-3.0-0.0"	51562701	"HG01258#2#JAGYYU010000072.1_51562603_51970395_0"	115043	123465
"ENST00000370083.9"	1785	2	1784	"+"	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	409750	199685	208464	1769	8779	0	"P"	557	1686	1686	1e-04	0	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	"AMY1A-201"	"1"	"1-2-5-2-4-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	27445896	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	199685	208464
"ENST00000370083.9"	1785	2	1784	"+"	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	409750	296696	305486	1769	8790	0	"S"	557	1686	NA	1e-04	0	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	"AMY1A-201"	"1"	"1-2-5-2-4-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	27445896	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	296696	305486
"ENST00000370083.9"	1785	2	1784	"-"	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	409750	234224	243014	1769	8790	0	"S"	557	1686	NA	1e-04	0	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	"AMY1A-201"	"1"	"1-2-5-2-4-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	27445896	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	234224	243014
"ENST00000414303.7"	1584	4	1583	"+"	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	409750	161430	169700	1563	8270	32	"P"	488	1488	1324	5e-04	0	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	"AMY2A-201"	"2A"	"1-2-5-2-4-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	27445896	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	161430	169700
"ENST00000610648.1"	1736	4	1733	"+"	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	409750	115094	123516	1711	8422	46	"P"	518	1629	1371	0.0018	0	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	"AMY2B-208"	"2B"	"1-2-5-2-4-4-2-5-4-6-3-0"	"1.0-2.0-5.1-2.1-4.0-4.1-2.0-5.0-4.0-6.0-3.0-0.0"	27445896	"HG01358#1#JAGYZB010000020.1_27445742_27855492_1"	115094	123516
"ENST00000370083.9"	1785	2	1784	"+"	"HG01358#2#JAGYZA010000086.1_556_316498_0"	315942	202735	211527	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG01358#2#JAGYZA010000086.1_556_316498_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-6.1-4.1-2.0"	681	"HG01358#2#JAGYZA010000086.1_556_316498_0"	202735	211527
"ENST00000370083.9"	1785	2	1784	"+"	"HG01358#2#JAGYZA010000086.1_556_316498_0"	315942	14436	23229	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01358#2#JAGYZA010000086.1_556_316498_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-6.1-4.1-2.0"	681	"HG01358#2#JAGYZA010000086.1_556_316498_0"	14436	23229
"ENST00000370083.9"	1785	2	1784	"-"	"HG01358#2#JAGYZA010000086.1_556_316498_0"	315942	46097	54890	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01358#2#JAGYZA010000086.1_556_316498_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-6.1-4.1-2.0"	681	"HG01358#2#JAGYZA010000086.1_556_316498_0"	46097	54890
"ENST00000370083.9"	1785	2	1784	"-"	"HG01358#2#JAGYZA010000086.1_556_316498_0"	315942	140246	149039	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01358#2#JAGYZA010000086.1_556_316498_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-6.1-4.1-2.0"	681	"HG01358#2#JAGYZA010000086.1_556_316498_0"	140246	149039
"ENST00000370083.9"	1785	2	1784	"+"	"HG01358#2#JAGYZA010000086.1_556_316498_0"	315942	108592	117384	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01358#2#JAGYZA010000086.1_556_316498_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-6-4-2"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-6.1-4.1-2.0"	681	"HG01358#2#JAGYZA010000086.1_556_316498_0"	108592	117384
"ENST00000370083.9"	1785	2	1784	"+"	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	313695	199653	208444	1769	8791	50	"P"	557	1686	1397	1e-04	0	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	51565183	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	199653	208444
"ENST00000414303.7"	1584	4	1579	"+"	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	313695	161394	169660	1563	8266	28	"P"	484	1488	1342	0.001	0	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	51565183	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	161394	169660
"ENST00000610648.1"	1736	4	1733	"+"	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	313695	115069	123491	1720	8422	51	"P"	531	1638	1351	1e-04	0	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	"AMY2B-208"	"2B"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	51565183	"HG01361#1#JAGYYX010000012.1_51565085_51878780_0"	115069	123491
"ENST00000370083.9"	1785	2	1784	"+"	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	313707	199649	208440	1769	8791	51	"P"	557	1686	1393	1e-04	0	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	51517554	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	199649	208440
"ENST00000414303.7"	1584	4	1579	"+"	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	313707	161390	169656	1559	8266	27	"P"	483	1484	1342	0.0011	0	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	51517554	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	161390	169656
"ENST00000610648.1"	1736	4	1733	"+"	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	313707	115070	123492	1720	8422	52	"P"	531	1638	1347	1e-04	0	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	"AMY2B-208"	"2B"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	51517554	"HG01361#2#JAGYYW010000015.1_51517456_51831163_0"	115070	123492
"ENST00000370083.9"	1785	2	1784	"+"	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	312759	199682	208472	1769	8790	47	"P"	557	1686	1415	1e-04	0	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	"AMY1A-201"	"1"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	22855972	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	199682	208472
"ENST00000414303.7"	1584	4	1583	"+"	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	312759	161430	169693	1569	8263	29	"P"	486	1494	1342	1e-04	0	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	"AMY2A-201"	"2A"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	22855972	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	161430	169693
"ENST00000610648.1"	1736	4	1733	"+"	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	312759	115095	123517	1720	8422	50	"P"	531	1638	1360	1e-04	0	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	"AMY2B-208"	"2B"	"1-2-5-4-6-3-0"	"1.0-2.0-5.0-4.0-6.0-3.0-0.0"	22855972	"HG01891#1#JAGYVO010000014.1_22855818_23168577_1"	115095	123517
"ENST00000370083.9"	1785	2	1784	"+"	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	406914	293749	302541	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	16676592	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	293749	302541
"ENST00000370083.9"	1785	2	1784	"+"	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	406914	199597	208389	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	16676592	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	199597	208389
"ENST00000370083.9"	1785	2	1784	"-"	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	406914	231255	240048	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	16676592	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	231255	240048
"ENST00000414303.7"	1584	4	1583	"+"	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	406914	161343	169613	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	16676592	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	161343	169613
"ENST00000610648.1"	1736	4	1733	"+"	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	406914	115018	123438	1720	8420	48	"P"	531	1638	1371	1e-04	0	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	"AMY2B-208"	"2B"	"1-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	16676592	"HG01928#1#JAGYVQ010000053.1_16676493_17083407_0"	115018	123438
"ENST00000370083.9"	1785	2	1784	"-"	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	358079	185154	193947	1769	8793	0	"P"	557	1686	1686	1e-04	0	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-2-4-6-2-5-2"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-2.1-4.0-6.0-2.0-5.0-2.1"	1263	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	185154	193947
"ENST00000370083.9"	1785	2	1784	"+"	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	358079	153495	162288	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-2-4-6-2-5-2"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-2.1-4.0-6.0-2.0-5.0-2.1"	1263	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	153495	162288
"ENST00000370083.9"	1785	2	1784	"-"	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	358079	257567	266361	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-2-4-6-2-5-2"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-2.1-4.0-6.0-2.0-5.0-2.1"	1263	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	257567	266361
"ENST00000370083.9"	1785	2	1784	"+"	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	358079	59343	68137	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-2-4-6-2-5-2"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-2.1-4.0-6.0-2.0-5.0-2.1"	1263	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	59343	68137
"ENST00000370083.9"	1785	2	1784	"-"	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	358079	90998	99792	1769	8794	0	"S"	557	1686	NA	1e-04	0	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-2-4-6-2-5-2"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-2.1-4.0-6.0-2.0-5.0-2.1"	1263	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	90998	99792
"ENST00000370083.9"	1785	2	1784	"+"	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	358079	320045	328837	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-5-2-4-6-2-5-2-4-6-2-5-2"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-2.1-4.0-6.0-2.0-5.0-2.1"	1263	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	320045	328837
"ENST00000414303.7"	1584	4	1583	"-"	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	358079	223929	232199	1574	8270	12	"P"	491	1499	1435	1e-04	0	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	"AMY2A-201"	"2A"	"1-2-5-2-6-4-5-2-4-6-2-5-2-4-6-2-5-2"	"1.0-2.0-5.0-2.1-6.1-4.1-5.1-2.1-4.0-6.0-2.0-5.0-2.1-4.0-6.0-2.0-5.0-2.1"	1263	"HG01928#1#JAGYVQ010000195.1_211_358290_0"	223929	232199
"ENST00000370083.9"	1785	2	1784	"+"	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	312737	199622	208412	1769	8790	49	"P"	557	1686	1404	1e-04	0	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	"AMY1A-201"	"1"	"1-2-5-4-3-0"	"1.0-2.0-5.0-4.0-3.0-0.0"	16663690	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	199622	208412
"ENST00000414303.7"	1584	4	1583	"+"	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	312737	161361	169631	1574	8270	30	"P"	491	1499	1342	1e-04	0	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	"AMY2A-201"	"2A"	"1-2-5-4-3-0"	"1.0-2.0-5.0-4.0-3.0-0.0"	16663690	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	161361	169631
"ENST00000610648.1"	1736	4	1733	"+"	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	312737	115044	123466	1720	8422	50	"P"	531	1638	1358	1e-04	0	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	"AMY2B-208"	"2B"	"1-2-5-4-3-0"	"1.0-2.0-5.0-4.0-3.0-0.0"	16663690	"HG01952#1#JAHAME010000077.1_16663592_16976329_0"	115044	123466
"ENST00000370083.9"	1785	2	1784	"+"	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	501986	387940	396732	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-6.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	4381877	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	387940	396732
"ENST00000370083.9"	1785	2	1784	"-"	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	501986	325466	334258	1769	8792	0	"S"	557	1686	NA	1e-04	0	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-6.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	4381877	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	325466	334258
"ENST00000370083.9"	1785	2	1784	"-"	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	501986	231313	240106	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-6.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	4381877	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	231313	240106
"ENST00000370083.9"	1785	2	1784	"+"	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	501986	199654	208447	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-6.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	4381877	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	199654	208447
"ENST00000370083.9"	1785	2	1784	"+"	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	501986	293809	302602	1761	8793	0	"S"	551	1678	NA	8e-04	0	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	"AMY1A-201"	"1"	"1-2-5-2-4-6-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-6.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	4381877	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	293809	302602
"ENST00000414303.7"	1584	4	1583	"+"	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	501986	161400	169670	1574	8270	12	"P"	491	1499	1435	1e-04	0	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	"AMY2A-201"	"2A"	"1-2-5-2-4-6-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-6.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	4381877	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	161400	169670
"ENST00000610648.1"	1736	4	1733	"+"	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	501986	115074	123496	1720	8422	48	"P"	531	1638	1371	1e-04	0	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	"AMY2B-208"	"2B"	"1-2-5-2-4-6-2-5-2-6-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-4.0-6.0-2.0-5.1-2.1-6.1-4.1-2.0-5.0-4.0-3.0-0.0"	4381877	"HG01952#2#JAHAMD010000045.1_4381722_4883708_1"	115074	123496
"ENST00000370083.9"	1785	2	1784	"+"	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	501981	293766	302558	1769	8792	0	"P"	557	1686	1686	1e-04	0	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	51520069	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	293766	302558
"ENST00000370083.9"	1785	2	1784	"+"	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	501981	199615	208408	1769	8793	0	"S"	557	1686	NA	1e-04	0	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	51520069	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	199615	208408
"ENST00000370083.9"	1785	2	1784	"-"	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	501981	325429	334220	1769	8791	0	"S"	557	1686	NA	1e-04	0	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	"AMY1A-201"	"1"	"1-2-5-2-6-4-2-5-2-4-2-5-4-3-0"	"1.0-2.0-5.0-2.1-6.1-4.1-2.0-5.1-2.1-4.1-2.0-5.0-4.0-3.0-0.0"	51520069	"HG01978#1#JAGYVS010000002.1_51519970_52021951_0"	325429	334220
